ertek,egyedi_hash
3460,20aacc01823947c102af2fa3e5ea0d76220afe86f80dc73300b5a1cc4ef77282
1124,17e82fce0de4da1d0e4526fd7a1a7836d22909f2618bfc189ac22f7a0daeae20
4242,16f2062027baa2512d6e1de8bb059064f9ee0933b124c88bc7cd60356221d5ee
2558,b7d0ec53cd393ef1df88c2315917099bbfc202dff428d4d74ed0ff42dbb55902
3980,887215f1761a176db4aae7d5053ed34eef545299af7049a5ebd9add4061782ef
2194,d89a42d6e9a3d2e70b23705c108411275a7b1c1b0169983b22e97b17d487ed8b
5650,98a11197d11074f50c1f7a959bea08e90f4695640ce480dca3c4b36507c91cbd
8558,c6b8636bb6f28615fd74e60959f5039d9c0df34ba371f67e3857d584bb29cd00
1690,b07c50cc610d6fd9527e89f8a43f1591171493018319e121fc9b8c6bb4cd561d
1546,22a898ef076ba696bbd54b3f01f856f4421fddd76405c3a9c4ef2c53bc5f009e
1545,2c06bbbdf491ebdbb09c7bee73d837857d59529b09f6cef1d087a62acb87f703
2738,67332144ade0eeedbe9cf10365b578cbfe51766f2967f10a15fb2fb121ac9cc6
2990,37c41aef142b8beb7e62c2d656b78088f6f725275139007df230298e1c436247
2990,764771f8db77f6d3b2620dd7bfe6406f4767de6a88be3b04533401b029c266df
3990,d7ddc0fe37264788916e6c550b2946a6918bca74bac18de6aadb4a84f202c1bf
4240,9e1d72764979fe2fba5d9d972a01f38bb2e41b51a4c052d4c8b8f0bfece53926
2384,d8601ca7808920c30f2d0ae728f3683a9b89c59581060e4a86624f56a5176675
4660,cdc19ff3c6c30d128394271af952c4d8bbb03453f5054db81425505714551b29
4660,5fa7cd32aa2ced2d213af4b90b4360aee8718d34e788d7fec67e90587debee96
5090,e1440facde4014a572b69d672f0118971d88105d39c1fde78e69923f6159cfc8
5090,b5d50a3c53323b66e058d1deee95965423483d1ea008220bcdf77166ec225d50
3795,4956d233a54b957c38c5d28e354adeb2e6e8fbecb9c1c715593f1672d8ed2377
4830,7ae02e62ffd679bde3974c9ac5d1da8b26585f4342faf4241e56cf296f61f570
1816,74c1763c51ca9a554b8956b46bde4365e70c242f2fe9b5614c09fd519425efd5
3745,9bba05655141763ed88920044817d3bbfd78f37ca2b528a68de20d92a1a699ec
877,0a8389ab8498f4abd32fdfe8bdcb603063092dc84d842afb8e7147f9125ac7d0
658,f1fb87c6411a59b9f63a906ba0636dd75b29d5271b13638007c4651a62e87a38
718,f3d65acb377dc40cd7bc618524301341c1e0d3a374d8c7a7d72e7653964b60cf
398,abb673f0a4399f2b0e3dd247b56a87211cdaf728dac006a532400186373c6f5e
1816,4ae4ed4fbc2accf21b11a2ce25da42293f23d8f203661e85bae910062c25d359
3192,e342dc71d0642b937544ec57ef92b3fdf5cbb8778c0d6d87c2a87c7427f73c26
1710,0c7295584cc15a6e6913bcc2a6d9865486ed6b5e895ecc9b3eb4262f70684b9e
2492,3f18e9f2ff2ec44566aa2e5572f1a5c730fe2ff21e935914e027364434bda593
1666,20e097ebebd397cf7487f6d7525809f16949bf6fd9a3469e62a691f38bfecbfe
3390,9582441da188f08954ef46ec22ee2f3407baf44cd13813fb772a47aceac11b63
1798,73d62e1642daff598ec6a6da9067b390c06b70a33a7201ce6cf8b1af56a10791
2895,dddec27a599b36e3e0f12afd3852913c7eba9ddba523565db8c43ccabf12a5ae
6495,6161997c6d0c1f77d11db772234f19b3deb9f73766d9e188f72fd06853084daf
2127,f33b3ae2a4cf8b454b001c2b11c89502063523622129844bf1e09826da695764
1196,3d43ded3217fd1e2c8dcf7ab5629b8227524dfa9f67731d36da9cae7bf385a9d
3992,fdb21e58ebca93e9b2bc41438a509a72f71c1a06e181d38b802a93a7ca7e9eb1
1124,17e82fce0de4da1d0e4526fd7a1a7836d22909f2618bfc189ac22f7a0daeae20
2558,b7d0ec53cd393ef1df88c2315917099bbfc202dff428d4d74ed0ff42dbb55902
3980,887215f1761a176db4aae7d5053ed34eef545299af7049a5ebd9add4061782ef
2194,d89a42d6e9a3d2e70b23705c108411275a7b1c1b0169983b22e97b17d487ed8b
5650,98a11197d11074f50c1f7a959bea08e90f4695640ce480dca3c4b36507c91cbd
8558,c6b8636bb6f28615fd74e60959f5039d9c0df34ba371f67e3857d584bb29cd00
1476,1de30431d63e55226103da52c7ddd5ab2208f2417f59278632ec201556fd9acc
1434,0d962e9acee334da0d16a8479d42e814edaaf7200e20d07fc0ca933697c08211
2342,b11cc7dd60c21f10747190a8a97703e5f3020f63455e6119fb7a6c38f4982728
2190,bac253664c8a01721ebe6091ad1b04b5468f1ab67882af9a90ce8525980f2d64
4773,c5e4f5025a1240177a1a0c59e6ac61b4c562b52d83bfc9800e53c789acf52ded
1596,8e05c12b71240a7f9f6768cb614321e6af15ac4185b813900b98f1b73db71a9e
658,f1fb87c6411a59b9f63a906ba0636dd75b29d5271b13638007c4651a62e87a38
718,f3d65acb377dc40cd7bc618524301341c1e0d3a374d8c7a7d72e7653964b60cf
398,abb673f0a4399f2b0e3dd247b56a87211cdaf728dac006a532400186373c6f5e
1816,4ae4ed4fbc2accf21b11a2ce25da42293f23d8f203661e85bae910062c25d359
2398,64e5e1516113b9b0e70720a56dcae846e57ee64e8941698e2c67b9663bf30827
2398,fe9e5942397e3e5a3947ab7584c48c3af7007e1cbe790c01d05cdd1ed0ea7315
1398,583650a9db5daa136f7abb794318df6825f445eb287c3930ce3763e545d7d3f2
3233,95bb29c39f8a03789fed30e8db0e9b3a68f034723dc0371f5b2ed5c82c8f2986
4544,0ef61015a827167f791c545a44cf13cf1fa493c64e86e6393b2c260319635395
1373,e828bd7ccba482f5c42ada349ff01cc658a4603ebe7fa14b4428d81564796236
2436,8de6eeb1cf789d2fef9a033273dae2ef143d5dbbae329f192b1258c6376668d7
2676,f1eef59921d8275d837559fdb6927258e36d1054cf5f784ae08752d7bd4e13b9
5994,62378359f1f338327bac092873cf63945a2cd2f3c0437363e5e9d6dd4b71b76d
919,7691a15b3b3c494c49452c465a7523b3394b1c2cbc4a5dd4f66b2b446471a43e
887,30294e4a2b887a9ad741793836b5b9fcfdf70723d24955269ee101a72610280c
1145,a73f0381685600402042b55d8cf9c158ea94e0a6ea25f5b110e82811b4aeebcc
2193,2ef05d3f5c2af0c8b65408915468031095bf022378ff501552a2bda9bd960607
6830,90fcd72ba2bc00aeb619311722f61200668c55a976f0246922debe4bb85fa3ad
7024,8cc7390c1bf1cc1204237ae04ed3459177101489a2bba6577a2b176492e1f8fb
1998,f5396f683fe4edc85bca3161299bd24c1aba56e708c912322c11c5ae3d4962cc
718,fa8c1c3fc6ff43bbb530eec9b1b6becea8439e9747031a311e828636125b76e5
830,f75c5655c7844472d5fe3a23fe6dcdb314b94dc72f9a080b0e1ca375bb5ee5dc
4662,afac57d0eb8cab241073ea53ec8f65b249c113269779aead2a3313e6f885dcbf
798,afeeaab6cee8e0f73f816f7e9f76c8f633428b765c6b81355bb9f28814ac5384
1258,e00a83aa98a9d71376ccd16cb5b113372b58de98595323ab559c0354e085d580
2095,31b701a3d1c618950bc235e2f01bfede4bacaac58461b89baa4a04aa76b0e2fc
3368,aaa2a4aae13541df1ee721b27fdeeb11b2910c8f32c49795777e26d5ad62227f
1164,1e670257e5fd854fa43463ada389299951559d0b2958363e19621d96bdbb3ec4
4590,4cd163bec29ed37ae78d4c74e103974534575b3c745c8598a84e3f0d9fa84245
2890,4bd75da36901c27c254e7a432d051b47ab980feae1838b033c2784330fe92e52
3790,9816f41ad9f80b15c22219b350993b624cef1b988d3ee5600e8fe604e31679d9
8558,0129d7d2b7836fc28fce530ee30d936a4753e4ff4f85699e947efcbbd9c2d67f
2997,d42cd4ef29c738833f73125e484531862435f2b7918743b30c2b4d489614bc93
4995,c0719b15877c0396be02e1aa812ed691e19be8c917d689fc8b30633cbb36b092
4541,d7d5467d78ec32feaa081235cd6e91795837cfcd4bd6934a1d91a51ee49d8fa7
3028,d7d5467d78ec32feaa081235cd6e91795837cfcd4bd6934a1d91a51ee49d8fa7
1066,c1b39484713f5362387baf30cd962dbce1a8264e9e151848e65350c4d8cd47b8
558,05f846b55848a2d163e3fc1fc0398e373c55e4debc941bc4108e75bf0a8de39d
598,b97de6791456e0dec8afa419b4f3918b8f7de279a4472a4954b4dc4dacb0bce2
598,b06386626c741c57382ab124b20d35c8de1653f6e81a076e2ad5e6e5a0257dc5
738,08188a2cb833543a36d2884a775e7e33ae51c2da5578ceb38aad80c80e8bee0e
